Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
522,Jolteon,,135,♂,1387,97,13,15,14,93.3,17.0,17.0,Volt Switch,Discharge,,"2023-01-31 15:05","2023-01-31 01:22",11/19/2022,37.71kg,1.01m,0,0,1,1600,44.40%,2278,94.28%,4400,4,Jolteon,,0,67.08%,1349,96.18%,98800,86,Jolteon,,0,,,,,,,,,
523,Umbreon,,197,♂,1060,133,5,8,14,60.0,19.0,19.0,Feint Attack,Dark Pulse,,"2023-01-31 15:05","2023-01-31 15:05",11/22/2022,23.11kg,0.98m,0,0,0,2500,68.64%,1285,95.62%,48000,42,Umbreon,,0,60.95%,1600,89.89%,480000,252,Umbreon,,0,,,,,,,,,
524,Espeon,,196,♀,888,74,0,4,5,20.0,11.0,11.0,,,,"2023-01-31 15:05","2023-01-31 01:26",11/22/2022,,,0,0,2,1300,85.62%,590,96.57%,25800,30,Espeon,,0,66.96%,1354,96.40%,124000,116,Espeon,,0,,,,,,,,,
525,Flareon,,136,♂,663,64,12,14,10,80.0,8.0,8.0,Ember,Overheat,,"2023-01-31 15:04","2023-01-31 15:04",11/22/2022,27.32kg,0.91m,0,0,1,3500,35.34%,2649,93.81%,27000,32,Flareon,,0,47.72%,2142,95.90%,108600,104,Flareon,,0,,,,,,,,,
526,Sylveon,,700,♂,497,74,15,7,15,82.2,6.0,6.0,,,,"2023-01-31 15:04","2023-01-31 01:26",7/31/2016,20.82kg,013m,0,0,1,600,9.40%,3711,92.19%,27600,34,Sylveon,,0,43.66%,2308,95.61%,106400,104,Sylveon,,0,88.13%,487,95.92%,0,0,Sylveon,,0,
527,Magby,,240,♂,1029,100,11,15,14,88.9,28.0,28.0,,,,"2023-01-31 02:13","2023-01-31 02:13",12/1/2022,,,0,0,0,4500,99.24%,32,96.78%,419000,198,Magby,,0,90.40%,394,96.98%,281000,223,Magmar,,0,,,,,,,,,
528,Nihilego,,793,,2281,153,13,14,13,88.9,20.5,20.5,Pound,Power Gem,,"2023-01-31 01:45","2023-01-31 01:21",11/25/2022,57.43kg,1.23m,0,0,0,2500,,,,,,,,,18.73%,3329,94.32%,8500,8,Nihilego,,0,,,,,,,,,
529,Blaziken,Normal,257,♂,1595,121,12,14,13,86.7,20.0,20.0,Fire Spin,,,"2023-01-31 01:44","2023-01-31 01:22",12/3/2022,53.61kg,2.03m,0,0,0,2500,,,,,,,,,72.67%,1120,96.70%,103000,92,Blaziken,Normal,0,,,,,,,,,
530,Octillery,,224,♂,976,99,14,14,12,88.9,15.0,15.0,Mud Shot,Acid Spray,,"2023-01-31 01:44","2023-01-31 01:22",11/19/2022,36.54kg,0.91m,0,0,0,1900,74.77%,1034,96.00%,38400,36,Octillery,,0,93.38%,272,97.65%,424400,268,Octillery,,0,,,,,,,,,
531,Mr. Mime,Galarian,122,♂,863,76,14,12,11,82.2,15.0,15.0,Confusion,Ice Punch,,"2023-01-31 01:44","2023-01-31 01:22",1/20/2023,43.85kg,1.33m,0,0,0,1900,52.53%,1945,94.83%,60400,54,Mr. Mime,Galarian,0,32.16%,2779,95.49%,130400,118,Mr. Rime,,0,,,,,,,,,
532,Frillish,,592,♀,697,94,12,15,13,88.9,20.0,20.0,Hex,Night Shade,,"2023-01-31 01:44","2023-01-31 01:25",11/26/2022,33.74kg,1.04m,0,0,0,2500,24.37%,3098,93.66%,14000,63,Jellicent,,0,94.99%,206,97.99%,389000,298,Jellicent,,0,,,,,,,,,
533,Bergmite,,712,♂,665,96,10,14,15,86.7,20.0,20.0,Bite,Crunch,,"2023-01-31 01:44","2023-01-31 01:23",1/20/2023,72.43kg,0.97m,0,0,0,2500,97.88%,88,95.50%,475000,248,Bergmite,,0,84.00%,656,97.37%,56000,100,Avalugg,Normal,0,,,,,,,,,
534,Wailmer,,320,♀,659,154,15,13,12,88.9,16.0,16.0,Water Gun,Body Slam,,"2023-01-31 01:44","2023-01-31 01:25",12/12/2022,190.42kg,2.42m,1,0,0,950,69.40%,1254,94.24%,153300,264,Wailmer,,0,94.36%,232,97.48%,224300,664,Wailord,,0,,,,,,,,,
535,Popplio,,728,♂,626,87,15,12,10,82.2,20.0,20.0,Pound,Water Pulse,,"2023-01-31 01:44","2023-01-31 01:23",11/24/2022,8.66kg,0.4m,0,0,0,2500,39.02%,2498,94.45%,60500,79,Brionne,,0,20.63%,3251,94.61%,51500,171,Primarina,,0,,,,,,,,,
536,Rowlet,,722,♂,591,106,14,15,10,86.7,20.0,20.0,Tackle,Seed Bomb,,"2023-01-31 01:44","2023-01-31 01:25",11/25/2022,1.69kg,0.3m,0,0,0,2500,43.66%,2308,94.40%,97000,111,Dartrix,,0,56.34%,1789,96.36%,123000,239,Decidueye,Normal,0,,,,,,,,,
537,Meowth,Galarian,52,♀,515,85,13,12,14,86.7,18.0,18.0,Metal Claw,Gyro Ball,,"2023-01-31 01:44","2023-01-31 01:40",11/23/2022,9.47kg,0.47m,0,0,0,2200,21.39%,3220,93.63%,20400,68,Perrserker,,0,69.91%,1233,95.48%,346400,306,Perrserker,,0,,,,,,,,,
538,Tangela,,114,♀,427,60,15,13,9,82.2,7.0,7.0,Infestation,Solar Beam,,"2023-01-31 01:44","2023-01-31 01:26",11/20/2022,40.55kg,0.97m,0,0,0,800,58.39%,1705,95.04%,64200,66,Tangela,,0,96.12%,160,97.06%,515200,292,Tangela,,0,64.59%,1451,93.38%,1600,2,Tangela,,0,
539,Vulpix,Normal,37,♀,364,67,12,13,14,86.7,15.0,15.0,Quick Attack,Weather Ball,,"2023-01-31 01:44","2023-01-31 01:27",11/20/2022,12.28kg,0.63m,0,0,0,1900,70.16%,1223,95.80%,41900,89,Ninetales,Normal,0,97.63%,98,98.26%,466400,318,Ninetales,Normal,0,59.22%,1671,92.71%,23900,22,Vulpix,Normal,0,
540,Cottonee,,546,♀,335,76,10,12,15,82.2,18.0,18.0,Charm,Energy Ball,,"2023-01-31 01:44","2023-01-31 01:27",11/24/2022,0.53kg,0.27m,0,0,0,2200,90.96%,371,96.99%,56400,100,Whimsicott,,0,96.17%,158,95.68%,484400,306,Whimsicott,,0,43.57%,2312,90.66%,52400,46,Cottonee,,0,
541,Larvitar,,246,♂,165,47,12,14,12,84.4,6.0,6.0,,,,"2023-01-31 01:42","2023-01-31 01:38",1/21/2023,,,0,0,0,600,53.41%,1909,95.40%,126400,145,Pupitar,,0,46.01%,2212,95.64%,58400,187,Tyranitar,,0,83.59%,673,95.05%,29800,36,Larvitar,,0,
542,Munna,,517,♂,622,118,10,13,15,84.4,20.0,20.0,,,,"2023-01-31 01:40","2023-01-31 01:25",11/22/2022,,,0,0,0,2500,96.46%,146,94.24%,475000,248,Munna,,0,63.17%,1509,96.23%,153000,200,Musharna,,0,,,,,,,,,
543,Litten,,725,♂,569,84,14,10,14,84.4,20.0,20.0,,,,"2023-01-31 01:40","2023-01-31 01:23",11/24/2022,4.22kg,038m,0,0,0,2500,39.83%,2465,94.43%,109000,123,Torracat,,0,16.48%,3421,94.51%,70000,187,Incineroar,,0,,,,,,,,,
544,Jangmo-O,,782,♀,513,82,15,11,13,86.7,19.0,19.0,,,,"2023-01-31 01:40","2023-01-31 01:40",11/26/2022,,,0,0,0,2500,29.06%,2906,94.07%,114000,127,Hakamo-O,,0,30.40%,2851,94.98%,48000,167,Kommo-O,,0,,,,,,,,,
545,Snover,,459,♂,476,86,11,14,13,84.4,15.0,15.0,,,,"2023-01-31 01:40","2023-01-31 01:40",11/20/2022,,,0,0,0,1900,45.69%,2225,94.87%,35400,83,Abomasnow,Normal,0,90.40%,394,97.39%,397400,318,Abomasnow,Normal,0,60.22%,1630,93.72%,1900,2,Snover,,0,
546,Shellder,,90,♂,429,58,15,13,15,95.6,14.0,14.0,,,,"2023-01-31 01:40","2023-01-31 01:40",11/16/2022,,,0,0,0,1600,43.69%,2307,94.31%,27100,76,Cloyster,,0,28.91%,2912,94.97%,220600,280,Cloyster,,0,30.74%,2837,91.01%,7000,8,Shellder,,0,
547,Woobat,,527,♀,424,90,14,13,12,86.7,15.0,15.0,Air Slash,,,"2023-01-31 01:40","2023-01-31 01:26",11/26/2022,1.39kg,0.37m,0,0,0,1900,53.26%,1915,95.54%,124400,162,Swoobat,,0,98.39%,67,96.66%,496400,318,Swoobat,,0,38.44%,2522,91.88%,9800,10,Woobat,,0,
548,Noibat,,714,♂,359,78,11,14,12,82.2,20.0,20.0,,,,"2023-01-31 01:39","2023-01-31 01:27",12/4/2022,,,0,0,0,2500,96.36%,150,92.31%,475000,248,Noibat,,0,63.96%,1477,96.55%,137000,530,Noivern,,0,48.18%,2123,91.38%,51500,46,Noibat,,0,
549,Sandshrew,Normal,27,♂,645,88,7,15,15,82.2,19.0,19.0,,,,"2023-01-31 01:25","2023-01-31 01:23",11/26/2022,,,0,0,0,2500,97.07%,121,97.70%,22000,70,Sandslash,Normal,0,99.12%,37,98.99%,408000,302,Sandslash,Normal,0,,,,,,,,,
550,Monferno,,391,♂,660,91,15,10,15,88.9,15.0,15.0,,,,"2023-01-31 01:25","2023-01-31 01:25",1/30/2023,,,0,0,0,1900,37.56%,2558,94.13%,208400,214,Monferno,,0,35.48%,2643,95.36%,174400,270,Infernape,,0,,,,,,,,,
551,Dunsparce,,206,♀,694,124,11,11,15,82.2,15.0,15.0,,,,"2023-01-31 01:25","2023-01-31 01:25",11/19/2022,,,0,0,0,1900,51.97%,1968,95.16%,151400,142,Dunsparce,,0,94.65%,220,94.54%,496400,268,Dunsparce,,0,,,,,,,,,
552,Dodrio,,85,♂,728,73,15,12,12,86.7,11.0,11.0,,,,"2023-01-31 01:22","2023-01-31 01:22",9/14/2016,,,0,0,0,1300,50.26%,2038,94.78%,47000,49,Dodrio,,0,73.87%,1071,95.66%,396000,284,Dodrio,,0,,,,,,,,,
553,Fletchinder,,662,♀,974,113,11,13,15,86.7,24.0,24.0,,,,"2023-01-31 01:22","2023-01-31 01:22",11/22/2022,,,0,0,0,3500,86.08%,571,95.81%,289000,226,Fletchinder,,0,97.97%,84,96.75%,451000,326,Talonflame,,0,,,,,,,,,
554,Archen,,566,♂,1019,94,12,13,12,82.2,20.0,20.0,,,,"2023-01-31 01:22","2023-01-31 01:22",12/4/2022,,,0,0,0,2500,37.53%,2559,94.33%,65000,58,Archen,,0,40.27%,2447,95.08%,43000,88,Archeops,,0,,,,,,,,,
